0,0,531,10
1,0,526,18
2,0,109,11
3,0,121,13
4,0,470,12
5,1,490,10
6,1,146,5
7,1,275,17
8,1,97,7
9,1,45,17
10,1,270,8
11,2,470,19
12,2,389,6
13,2,33,4
14,2,100,5
15,2,398,14
16,2,379,18
17,3,535,9
18,3,50,14
19,3,209,5
20,3,8,5
21,4,219,9
22,4,304,6
23,4,120,20
24,4,141,5
25,4,376,10
26,4,256,16
27,5,135,14
28,5,269,19
29,5,537,16
30,5,311,7
31,5,201,3
32,6,140,19
33,6,33,20
34,6,374,13
35,6,520,6
36,7,266,14
37,7,207,5
38,7,455,14
39,7,334,2
40,7,258,12
41,8,160,7
42,8,49,6
43,8,374,15
44,8,115,1
45,8,338,9
46,8,243,12
47,8,455,4
48,8,156,14
49,9,364,2
50,9,468,14
51,9,306,7
52,9,482,9
53,9,146,8
54,9,68,4
55,9,89,10
56,10,301,4
57,10,348,10
58,10,487,16
59,10,412,17
60,10,441,16
61,10,14,9
62,11,205,12
63,11,398,17
64,11,147,19
65,11,424,10
66,11,124,4
67,12,340,12
68,12,320,8
69,12,2,6
70,12,330,3
71,12,281,2
72,12,78,19
73,12,179,11
74,13,411,1
75,13,244,4
76,13,49,20
77,13,66,15
78,14,135,20
79,14,214,11
80,14,199,2
81,14,246,18
82,14,206,3
83,14,59,13
84,15,37,5
85,15,251,13
86,15,378,9
87,15,471,17
88,15,91,13
89,16,25,6
90,16,345,18
91,16,58,9
92,16,28,18
93,16,66,8
94,17,348,4
95,17,352,5
96,17,289,17
97,17,110,13
98,17,270,13
99,18,327,10
100,18,515,5
101,18,304,11
102,18,425,13
103,18,507,5
104,18,92,6
105,19,517,4
106,19,293,4
107,19,330,7
108,19,197,7
109,19,301,4
110,20,190,13
111,20,496,18
112,20,210,3
113,20,209,13
114,21,499,18
115,21,161,10
116,21,392,19
117,21,526,7
118,21,234,3
119,21,453,5
120,22,424,3
121,22,496,18
122,22,347,11
123,23,301,17
124,23,454,19
125,23,150,5
126,23,82,7
127,23,389,20
128,23,50,13
129,24,500,5
130,24,449,6
131,24,424,6
132,24,136,12
133,24,276,11
134,24,144,10
135,24,410,20
136,25,68,13
137,25,517,15
138,25,191,8
139,25,326,8
140,25,194,6
141,25,96,6
142,25,118,6
143,25,40,18
144,26,282,16
145,26,174,15
146,26,359,14
147,26,374,18
148,26,124,13
149,26,530,10
150,26,288,12
151,26,112,3
152,27,202,3
153,27,256,13
154,27,180,15
155,28,502,4
156,28,271,1
157,28,524,1
158,28,68,4
159,28,33,18
160,28,444,7
161,28,261,13
162,29,442,7
163,29,217,3
164,29,36,18
165,29,526,14
166,29,277,15
167,29,93,18
168,30,130,19
169,30,413,12
170,30,171,4
171,30,481,3
172,30,363,16
173,31,410,12
174,31,181,1
175,31,50,14
176,31,329,17
177,32,373,7
178,32,20,12
179,32,42,16
180,32,228,4
181,33,243,10
182,33,168,3
183,33,528,18
184,33,431,16
185,33,322,4
186,33,247,9
187,33,516,15
188,34,444,12
189,34,408,6
190,35,268,1
191,35,401,13
192,35,356,16
193,35,32,2
194,35,421,3
195,36,333,16
196,36,398,7
197,36,279,8
198,36,303,8
199,37,78,19
200,37,125,15
201,37,20,18
202,37,102,17
203,37,63,16
204,37,176,6
205,37,56,6
206,38,322,17
207,38,94,6
208,38,174,18
209,38,167,14
210,38,371,20
211,38,377,9
212,38,39,8
213,38,173,3
214,39,476,15
215,39,235,7
216,39,427,10
217,39,463,15
218,39,137,5
219,40,311,7
220,40,92,14
221,40,376,14
222,40,297,9
223,41,446,3
224,41,512,11
225,41,249,16
226,41,35,3
227,41,533,14
228,41,389,18
229,41,319,6
230,41,181,13
231,42,369,4
232,42,526,12
233,42,284,14
234,42,215,6
235,42,259,14
236,42,237,4
237,43,354,17
238,43,286,2
239,43,366,11
240,43,442,8
241,43,316,7
242,44,528,9
243,44,214,10
244,44,139,20
245,44,136,18
246,44,506,14
247,44,116,9
248,45,17,5
249,45,453,5
250,45,122,4
251,45,424,14
252,45,50,5
253,45,227,20
254,46,97,4
255,46,435,12
256,46,510,20
257,46,406,2
258,46,170,10
259,46,19,18
260,47,78,1
261,47,26,6
262,47,85,14
263,47,126,8
264,47,234,15
265,48,526,19
266,48,55,4
267,49,177,7
268,49,48,10
269,50,423,3
270,50,493,16
271,50,296,12
272,50,174,6
273,51,150,19
274,51,166,19
275,51,454,9
276,51,141,17
277,51,384,6
278,51,288,15
279,52,389,9
280,52,99,10
281,52,506,15
282,52,534,2
283,53,36,17
284,53,29,2
285,53,77,4
286,53,256,18
287,53,400,15
288,54,501,4
289,54,524,13
290,54,14,5
291,54,24,10
292,54,56,14
293,54,153,10
294,54,435,16
295,55,203,16
296,55,350,10
297,55,489,11
298,55,359,6
299,55,417,14
300,55,491,7
301,56,385,14
302,56,443,11
303,56,7,18
304,56,18,16
305,56,349,6
306,56,72,16
307,57,66,15
308,57,23,3
309,57,332,14
310,57,323,6
311,57,164,17
312,58,489,16
313,58,423,1
314,58,28,6
315,58,74,12
316,58,73,13
317,58,29,18
318,58,382,11
319,59,150,4
320,59,385,10
321,59,14,5
322,59,429,3
323,59,348,3
324,59,84,18
325,59,157,13
326,60,59,13
327,60,5,15
328,60,147,12
329,60,316,4
330,61,144,5
331,61,107,10
332,61,536,9
333,61,46,8
334,61,243,7
335,61,67,12
336,61,443,14
337,62,88,8
338,62,391,5
339,62,364,16
340,62,300,10
341,62,466,16
342,63,423,7
343,63,386,12
344,63,180,3
345,63,311,18
346,63,280,12
347,63,38,3
348,64,342,14
349,64,172,19
350,64,411,3
351,64,93,12
352,65,221,18
353,65,446,5
354,65,515,13
355,65,162,9
356,65,63,9
357,65,302,11
358,65,382,18
359,66,507,6
360,66,275,9
361,66,431,10
362,66,490,20
363,66,148,12
364,66,359,18
365,67,224,15
366,67,182,4
367,67,166,7
368,67,155,9
369,67,482,4
370,67,509,16
371,67,475,16
372,68,538,10
373,68,340,19
374,68,21,9
375,68,31,3
376,68,69,16
377,68,102,11
378,69,417,18
379,69,190,6
380,69,403,16
381,69,357,13
382,69,518,10
383,69,389,6
384,69,188,13
385,70,122,6
386,70,415,19
387,70,295,16
388,70,341,18
389,70,494,4
390,71,266,8
391,71,539,8
392,71,120,18
393,71,179,18
394,71,502,20
395,71,476,1
396,72,323,14
397,72,446,2
398,72,299,18
399,72,398,6
400,72,13,12
401,72,290,15
402,72,195,1
403,72,69,11
